ROWHEADER,Test,ODI,T20,IPL,name
Avg,36.74,26.18,21.62,28.89,Mustafizur Rahman
Eco,3.19,5.18,7.52,8.14,Mustafizur Rahman
SR,69.19,30.34,17.26,21.28,Mustafizur Rahman
BBI,4/37,6/43,6/10,4/29,Mustafizur Rahman
BBM,5/66,6/43,6/10,4/29,Mustafizur Rahman
4w,2,6,3,1,Mustafizur Rahman
5w,0,5,2,0,Mustafizur Rahman
10w,0,0,0,0,Mustafizur Rahman
Matches,13,2,3,0,Abu Jayed
Innings,18,2,3,0,Abu Jayed
Balls,1964,108,66,0,Abu Jayed
Runs,1118,114,106,0,Abu Jayed
Maidens,64,0,0,0,Abu Jayed
Wickets,30,5,4,0,Abu Jayed
Avg,37.27,22.8,26.5,0.0,Abu Jayed
Eco,3.42,6.33,9.64,0,Abu Jayed
SR,65.47,21.6,16.5,0.0,Abu Jayed
BBI,4/71,5/58,2/27,-/-,Abu Jayed
BBM,6/130,5/58,2/27,-/-,Abu Jayed
4w,3,0,0,0,Abu Jayed
5w,0,1,0,0,Abu Jayed
10w,0,0,0,0,Abu Jayed
Matches,3,86,92,0,Fakhar Zaman
Innings,0,7,1,0,Fakhar Zaman
Balls,0,135,6,0,Fakhar Zaman
Runs,0,111,12,0,Fakhar Zaman
Maidens,0,0,0,0,Fakhar Zaman
Wickets,0,1,0,0,Fakhar Zaman
Avg,0.0,111.0,0.0,0.0,Fakhar Zaman
Eco,0,4.93,12,0,Fakhar Zaman
SR,0.0,135.0,0.0,0.0,Fakhar Zaman
BBI,-/-,1/19,0/12,-/-,Fakhar Zaman
BBM,-/-,1/19,0/12,-/-,Fakhar Zaman
4w,0,0,0,0,Fakhar Zaman
5w,0,0,0,0,Fakhar Zaman
10w,0,0,0,0,Fakhar Zaman
Matches,24,75,2,0,Imam
Innings,1,0,0,0,Imam
Balls,12,0,0,0,Imam
Runs,9,0,0,0,Imam
Maidens,0,0,0,0,Imam
Wickets,0,0,0,0,Imam
Avg,0.0,0.0,0.0,0.0,Imam
Eco,4.5,0,0,0,Imam
SR,0.0,0.0,0.0,0.0,Imam
BBI,0/9,-/-,-/-,-/-,Imam
BBM,0/9,-/-,-/-,-/-,Imam
4w,0,0,0,0,Imam
5w,0,0,0,0,Imam
10w,0,0,0,0,Imam
Matches,59,131,128,0,Babar Azam
Innings,8,0,0,0,Babar Azam
Balls,90,0,0,0,Babar Azam
Runs,42,0,0,0,Babar Azam
Maidens,2,0,0,0,Babar Azam
Wickets,2,0,0,0,Babar Azam
Avg,21.0,0.0,0.0,0.0,Babar Azam
Eco,2.8,0,0,0,Babar Azam
SR,45.0,0.0,0.0,0.0,Babar Azam
BBI,1/1,-/-,-/-,-/-,Babar Azam
BBM,1/2,-/-,-/-,-/-,Babar Azam
4w,0,0,0,0,Babar Azam
5w,0,0,0,0,Babar Azam
10w,0,0,0,0,Babar Azam
Matches,0,21,58,0,Asif Ali
Innings,0,1,0,0,Asif Ali
Balls,0,5,0,0,Asif Ali
Runs,0,9,0,0,Asif Ali
Maidens,0,0,0,0,Asif Ali
Wickets,0,0,0,0,Asif Ali
Avg,0.0,0.0,0.0,0.0,Asif Ali
Eco,0,0,0,0,Asif Ali
SR,0.0,0.0,0.0,0.0,Asif Ali
BBI,-/-,0/9,-/-,-/-,Asif Ali
BBM,-/-,0/9,-/-,-/-,Asif Ali
4w,0,0,0,0,Asif Ali
5w,0,0,0,0,Asif Ali
10w,0,0,0,0,Asif Ali
Matches,16,45,14,0,Haris Sohail
Innings,17,21,0,0,Haris Sohail
Balls,630,642,0,0,Haris Sohail
Runs,294,613,0,0,Haris Sohail
Maidens,12,0,0,0,Haris Sohail
Wickets,13,11,0,0,Haris Sohail
Avg,22.62,55.73,0.0,0.0,Haris Sohail
Eco,2.8,5.73,0,0,Haris Sohail
SR,48.46,58.36,0.0,0.0,Haris Sohail
BBI,3/1,3/45,-/-,-/-,Haris Sohail
BBM,3/35,3/45,-/-,-/-,Haris Sohail
4w,0,0,0,0,Haris Sohail
5w,0,0,0,0,Haris Sohail
10w,0,0,0,0,Haris Sohail
Matches,55,218,119,8,Mohammad Hafeez
Innings,77,177,79,4,Mohammad Hafeez
Balls,4067,7733,1261,60,Mohammad Hafeez
Runs,1808,5401,1388,68,Mohammad Hafeez
Maidens,118,48,3,0,Mohammad Hafeez
Wickets,53,139,61,2,Mohammad Hafeez
Avg,34.11,38.86,22.75,34.0,Mohammad Hafeez
Eco,2.67,4.19,6.6,6.8,Mohammad Hafeez
SR,76.74,55.63,20.67,30.0,Mohammad Hafeez
BBI,4/16,4/41,4/10,1/8,Mohammad Hafeez
BBM,4/48,4/41,4/10,1/8,Mohammad Hafeez
4w,2,1,1,0,Mohammad Hafeez
5w,0,0,0,0,Mohammad Hafeez
10w,0,0,0,0,Mohammad Hafeez
Matches,35,287,124,7,Shoaib Malik
Innings,43,217,50,5,Shoaib Malik
Balls,2712,7958,570,51,Shoaib Malik
Runs,1519,6192,675,85,Shoaib Malik
Maidens,61,38,0,0,Shoaib Malik
Wickets,32,158,28,2,Shoaib Malik
Avg,47.47,39.19,24.11,42.5,Shoaib Malik
Eco,3.36,4.67,7.11,10,Shoaib Malik
SR,84.75,50.37,20.36,25.5,Shoaib Malik
BBI,4/33,4/19,2/7,1/6,Shoaib Malik
BBM,7/59,4/19,2/7,1/6,Shoaib Malik
4w,2,1,0,0,Shoaib Malik
5w,0,0,0,0,Shoaib Malik
10w,0,0,0,0,Shoaib Malik
Matches,6,70,109,0,Shadab Khan
Innings,11,67,101,0,Shadab Khan
Balls,954,3388,2167,0,Shadab Khan
Runs,513,2960,2665,0,Shadab Khan
Maidens,19,13,3,0,Shadab Khan
Wickets,14,85,108,0,Shadab Khan
Avg,36.64,34.82,24.68,0.0,Shadab Khan
Eco,3.23,5.24,7.38,0,Shadab Khan
SR,68.14,39.86,20.06,0.0,Shadab Khan
BBI,3/31,4/27,4/8,-/-,Shadab Khan
BBM,4/80,4/27,4/8,-/-,Shadab Khan
4w,0,5,3,0,Shadab Khan
5w,0,0,0,0,Shadab Khan
10w,0,0,0,0,Shadab Khan
Matches,0,55,75,0,Imad Wasim
Innings,0,53,74,0,Imad Wasim
Balls,0,2403,1536,0,Imad Wasim
Runs,0,1957,1588,0,Imad Wasim
Maidens,0,8,4,0,Imad Wasim
Wickets,0,44,73,0,Imad Wasim
Avg,0.0,44.48,21.75,0.0,Imad Wasim
Eco,0,4.89,6.2,0,Imad Wasim
SR,0.0,54.61,21.04,0.0,Imad Wasim
BBI,-/-,5/14,5/14,-/-,Imad Wasim
BBM,-/-,5/14,5/14,-/-,Imad Wasim
4w,0,0,1,0,Imad Wasim
5w,0,1,1,0,Imad Wasim
10w,0,0,0,0,Imad Wasim
Matches,54,117,61,0,Sarfaraz Ahmed
Innings,0,1,0,0,Sarfaraz Ahmed
Balls,0,12,0,0,Sarfaraz Ahmed
Runs,0,15,0,0,Sarfaraz Ahmed
Maidens,0,0,0,0,Sarfaraz Ahmed
Wickets,0,0,0,0,Sarfaraz Ahmed
Avg,0.0,0.0,0.0,0.0,Sarfaraz Ahmed
Eco,0,7.5,0,0,Sarfaraz Ahmed
SR,0.0,0.0,0.0,0.0,Sarfaraz Ahmed
BBI,-/-,0/15,-/-,-/-,Sarfaraz Ahmed
BBM,-/-,0/15,-/-,-/-,Sarfaraz Ahmed
4w,0,0,0,0,Sarfaraz Ahmed
5w,0,0,0,0,Sarfaraz Ahmed
10w,0,0,0,0,Sarfaraz Ahmed
Matches,27,91,36,0,Wahab Riaz
Innings,49,90,35,0,Wahab Riaz
Balls,5018,4327,710,0,Wahab Riaz
Runs,2864,4117,971,0,Wahab Riaz
Maidens,118,20,2,0,Wahab Riaz
Wickets,83,120,34,0,Wahab Riaz
Avg,34.51,34.31,28.56,0.0,Wahab Riaz
Eco,3.42,5.71,8.21,0,Wahab Riaz
SR,60.46,36.06,20.88,0.0,Wahab Riaz
BBI,5/63,5/46,3/18,-/-,Wahab Riaz
BBM,7/134,5/46,3/18,-/-,Wahab Riaz
4w,3,5,0,0,Wahab Riaz
5w,2,1,0,0,Wahab Riaz
10w,0,0,0,0,Wahab Riaz
Matches,31,64,79,0,Shaheen Afridi
Innings,53,63,79,0,Shaheen Afridi
Balls,6162,3288,1714,0,Shaheen Afridi
Runs,3235,3095,2257,0,Shaheen Afridi
Maidens,206,28,3,0,Shaheen Afridi
Wickets,116,127,102,0,Shaheen Afridi
Avg,27.89,24.37,22.13,0.0,Shaheen Afridi
Eco,3.15,5.65,7.9,0,Shaheen Afridi
SR,53.12,25.89,16.8,0.0,Shaheen Afridi
BBI,6/51,6/35,4/22,-/-,Shaheen Afridi
BBM,10/94,6/35,4/22,-/-,Shaheen Afridi
4w,12,7,2,0,Shaheen Afridi
5w,4,3,0,0,Shaheen Afridi
10w,1,0,0,0,Shaheen Afridi
Matches,24,66,51,0,Hasan Ali
Innings,46,64,50,0,Hasan Ali
Balls,4295,3188,1033,0,Hasan Ali
Runs,2185,3084,1456,0,Hasan Ali
Maidens,164,16,5,0,Hasan Ali
Wickets,80,100,60,0,Hasan Ali
Avg,27.31,30.84,24.27,0.0,Hasan Ali
Eco,3.05,5.8,8.46,0,Hasan Ali
SR,53.69,31.88,17.22,0.0,Hasan Ali
BBI,5/27,5/34,4/18,-/-,Hasan Ali
BBM,10/114,5/34,4/18,-/-,Hasan Ali
4w,2,2,1,0,Hasan Ali
5w,6,4,0,0,Hasan Ali
10w,1,0,0,0,Hasan Ali
Matches,0,15,28,0,Mohammad Hasnain
Innings,0,15,27,0,Mohammad Hasnain
Balls,0,718,618,0,Mohammad Hasnain
Runs,0,755,877,0,Mohammad Hasnain
Maidens,0,6,0,0,Mohammad Hasnain
Wickets,0,17,25,0,Mohammad Hasnain
Avg,0.0,44.41,35.08,0.0,Mohammad Hasnain
Eco,0,6.31,8.51,0,Mohammad Hasnain
SR,0.0,42.24,24.72,0.0,Mohammad Hasnain
BBI,-/-,5/26,3/37,-/-,Mohammad Hasnain
BBM,-/-,5/26,3/37,-/-,Mohammad Hasnain
4w,0,0,0,0,Mohammad Hasnain
5w,0,1,0,0,Mohammad Hasnain
10w,0,0,0,0,Mohammad Hasnain
Matches,36,61,62,0,Mohammad Amir
Innings,67,60,61,0,Mohammad Amir
Balls,7619,3013,1321,0,Mohammad Amir
Runs,3627,2400,1558,0,Mohammad Amir
Maidens,291,34,6,0,Mohammad Amir
Wickets,119,81,71,0,Mohammad Amir
Avg,30.48,29.63,21.94,0.0,Mohammad Amir
Eco,2.86,4.78,7.08,0,Mohammad Amir
SR,64.03,37.2,18.61,0.0,Mohammad Amir
BBI,6/44,5/30,4/13,-/-,Mohammad Amir
BBM,7/64,5/30,4/13,-/-,Mohammad Amir
4w,6,1,1,0,Mohammad Amir
5w,4,1,0,0,Mohammad Amir
10w,0,0,0,0,Mohammad Amir
Matches,44,127,26,0,Lahiru Thirimanne
Innings,5,4,0,0,Lahiru Thirimanne
Balls,84,104,0,0,Lahiru Thirimanne
Runs,51,94,0,0,Lahiru Thirimanne
Maidens,1,0,0,0,Lahiru Thirimanne
Wickets,0,3,0,0,Lahiru Thirimanne
Avg,0,31.33,0,0,Lahiru Thirimanne
Eco,3.64,5.42,0,0,Lahiru Thirimanne
SR,0,34.67,0,0,Lahiru Thirimanne
BBI,0/5,Feb-36,-/-,-/-,Lahiru Thirimanne
BBM,0/5,Feb-36,-/-,-/-,Lahiru Thirimanne
4w,0,0,0,0,Lahiru Thirimanne
5w,0,0,0,0,Lahiru Thirimanne
10w,0,0,0,0,Lahiru Thirimanne
Matches,100,50,0,0,Dimuth Karunaratne
Innings,15,2,0,0,Dimuth Karunaratne
Balls,312,16,0,0,Dimuth Karunaratne
Runs,202,18,0,0,Dimuth Karunaratne
Maidens,5,0,0,0,Dimuth Karunaratne
Wickets,2,0,0,0,Dimuth Karunaratne
Avg,101,0,0,0,Dimuth Karunaratne
Eco,3.88,6.75,0,0,Dimuth Karunaratne
SR,156,0,0,0,Dimuth Karunaratne
BBI,01-Dec,0/7,-/-,-/-,Dimuth Karunaratne
BBM,01-Dec,0/7,-/-,-/-,Dimuth Karunaratne
4w,0,0,0,0,Dimuth Karunaratne
5w,0,0,0,0,Dimuth Karunaratne
10w,0,0,0,0,Dimuth Karunaratne
Matches,0,51,37,0,Avishka Fernando
Innings,0,0,0,0,Avishka Fernando
Balls,0,0,0,0,Avishka Fernando
Runs,0,0,0,0,Avishka Fernando
Maidens,0,0,0,0,Avishka Fernando
Wickets,0,0,0,0,Avishka Fernando
Avg,0,0,0,0,Avishka Fernando
Eco,0,0,0,0,Avishka Fernando
SR,0,0,0,0,Avishka Fernando
BBI,-/-,-/-,-/-,-/-,Avishka Fernando
BBM,-/-,-/-,-/-,-/-,Avishka Fernando
4w,0,0,0,0,Avishka Fernando
5w,0,0,0,0,Avishka Fernando
10w,0,0,0,0,Avishka Fernando
Matches,118,226,90,49,Angelo Mathews
Innings,86,163,72,44,Angelo Mathews
Balls,3978,5324,1169,791,Angelo Mathews
Runs,1798,4110,1389,1079,Angelo Mathews
Maidens,161,56,4,0,Angelo Mathews
Wickets,33,126,45,27,Angelo Mathews
Avg,54.48,32.62,30.87,39.96,Angelo Mathews
Eco,2.71,4.63,7.13,8.18,Angelo Mathews
SR,120.55,42.25,25.98,29.3,Angelo Mathews
BBI,Apr-44,Jun-20,Mar-16,Apr-19,Angelo Mathews
BBM,Apr-60,Jun-20,Mar-16,Apr-19,Angelo Mathews
4w,1,2,0,1,Angelo Mathews
5w,0,1,0,0,Angelo Mathews
10w,0,0,0,0,Angelo Mathews
Matches,63,90,45,0,Dhananjaya de Silva
Innings,91,75,25,0,Dhananjaya de Silva
Balls,4029,2250,286,0,Dhananjaya de Silva
Runs,2239,1907,327,0,Dhananjaya de Silva
Maidens,83,1,0,0,Dhananjaya de Silva
Wickets,40,44,16,0,Dhananjaya de Silva
Avg,55.98,43.34,20.44,0,Dhananjaya de Silva
Eco,3.33,5.09,6.86,0,Dhananjaya de Silva
SR,100.73,51.14,17.88,0,Dhananjaya de Silva
BBI,Mar-25,Mar-32,Feb-22,-/-,Dhananjaya de Silva
BBM,May-51,Mar-32,Feb-22,-/-,Dhananjaya de Silva
4w,0,0,0,0,Dhananjaya de Silva
5w,0,0,0,0,Dhananjaya de Silva
10w,0,0,0,0,Dhananjaya de Silva
Matches,5,27,22,0,Milinda Siriwardana
Innings,9,21,13,0,Milinda Siriwardana
Balls,413,601,138,0,Milinda Siriwardana
Runs,257,547,206,0,Milinda Siriwardana
Maidens,6,2,0,0,Milinda Siriwardana
Wickets,11,9,8,0,Milinda Siriwardana
Avg,23.36,60.78,25.75,0,Milinda Siriwardana
Eco,3.73,5.46,8.96,0,Milinda Siriwardana
SR,37.55,66.78,17.25,0,Milinda Siriwardana
BBI,Mar-25,Feb-27,Feb-17,-/-,Milinda Siriwardana
BBM,May-51,Feb-27,Feb-17,-/-,Milinda Siriwardana
4w,0,0,0,0,Milinda Siriwardana
5w,0,0,0,0,Milinda Siriwardana
10w,0,0,0,0,Milinda Siriwardana
Matches,6,166,84,37,Thisara Perera
Innings,8,157,67,36,Thisara Perera
Balls,954,5900,1102,698,Thisara Perera
Runs,653,5740,1717,1016,Thisara Perera
Maidens,20,28,1,0,Thisara Perera
Wickets,11,175,51,31,Thisara Perera
Avg,59.36,32.8,33.67,32.77,Thisara Perera
Eco,4.11,5.84,9.35,8.73,Thisara Perera
SR,86.73,33.71,21.61,22.52,Thisara Perera
BBI,Apr-63,Jun-44,Mar-24,Mar-20,Thisara Perera
BBM,4/151,Jun-44,Mar-24,Mar-20,Thisara Perera
4w,1,5,0,0,Thisara Perera
5w,0,4,0,0,Thisara Perera
10w,0,0,0,0,Thisara Perera
Matches,0,21,35,10,Isuru Udana
Innings,0,21,32,10,Isuru Udana
Balls,0,909,631,174,Isuru Udana
Runs,0,950,915,282,Isuru Udana
Maidens,0,2,1,0,Isuru Udana
Wickets,0,18,27,8,Isuru Udana
Avg,0,52.78,33.89,35.25,Isuru Udana
Eco,0,6.27,8.7,9.72,Isuru Udana
SR,0,50.5,23.37,21.75,Isuru Udana
BBI,-/-,Mar-82,03-Nov,Feb-41,Isuru Udana
BBM,-/-,Mar-82,03-Nov,Feb-41,Isuru Udana
4w,0,0,0,0,Isuru Udana
5w,0,0,0,0,Isuru Udana
10w,0,0,0,0,Isuru Udana
Matches,0,58,22,3,Jeevan Mendis
Innings,0,49,14,2,Jeevan Mendis
Balls,0,1404,210,30,Jeevan Mendis
Runs,0,1204,249,36,Jeevan Mendis
Maidens,0,2,0,0,Jeevan Mendis
Wickets,0,28,12,1,Jeevan Mendis
Avg,0,43,20.75,36,Jeevan Mendis
Eco,0,5.15,7.11,7.2,Jeevan Mendis
SR,0,50.14,17.5,30,Jeevan Mendis
BBI,-/-,Mar-15,Mar-24,Jan-16,Jeevan Mendis
BBM,-/-,Mar-15,Mar-24,Jan-16,Jeevan Mendis
4w,0,0,0,0,Jeevan Mendis
5w,0,0,0,0,Jeevan Mendis
10w,0,0,0,0,Jeevan Mendis
Matches,22,116,77,2,Kusal Perera
Innings,0,0,0,0,Kusal Perera
Balls,0,0,0,0,Kusal Perera
Runs,0,0,0,0,Kusal Perera
Maidens,0,0,0,0,Kusal Perera
Wickets,0,0,0,0,Kusal Perera
Avg,0,0,0,0,Kusal Perera
Eco,0,0,0,0,Kusal Perera
SR,0,0,0,0,Kusal Perera
BBI,-/-,-/-,-/-,-/-,Kusal Perera
BBM,-/-,-/-,-/-,-/-,Kusal Perera
4w,0,0,0,0,Kusal Perera
5w,0,0,0,0,Kusal Perera
10w,0,0,0,0,Kusal Perera
Matches,71,143,78,0,Kusal Mendis
Innings,9,2,0,0,Kusal Mendis
Balls,132,20,0,0,Kusal Mendis
Runs,118,28,0,0,Kusal Mendis
Maidens,1,0,0,0,Kusal Mendis
Wickets,1,0,0,0,Kusal Mendis
Avg,118,0,0,0,Kusal Mendis
Eco,5.36,8.4,0,0,Kusal Mendis
SR,132,0,0,0,Kusal Mendis
BBI,01-Oct,0/13,-/-,-/-,Kusal Mendis
BBM,Jan-18,0/13,-/-,-/-,Kusal Mendis
4w,0,0,0,0,Kusal Mendis
5w,0,0,0,0,Kusal Mendis
10w,0,0,0,0,Kusal Mendis
Matches,70,86,11,0,Suranga Lakmal
Innings,122,84,11,0,Suranga Lakmal
Balls,12437,3881,208,0,Suranga Lakmal
Runs,6229,3534,330,0,Suranga Lakmal
Maidens,439,36,0,0,Suranga Lakmal
Wickets,171,109,8,0,Suranga Lakmal
Avg,36.43,32.42,41.25,0,Suranga Lakmal
Eco,3.01,5.46,9.52,0,Suranga Lakmal
SR,72.73,35.61,26,0,Suranga Lakmal
BBI,May-47,Apr-13,Feb-26,-/-,Suranga Lakmal
BBM,Jul-80,Apr-13,Feb-26,-/-,Suranga Lakmal
4w,7,3,0,0,Suranga Lakmal
5w,4,0,0,0,Suranga Lakmal
10w,0,0,0,0,Suranga Lakmal
Matches,30,226,84,122,Lasith Malinga
Innings,59,220,83,122,Lasith Malinga
Balls,5209,10936,1799,2827,Lasith Malinga
Runs,3349,9759,2225,3365,Lasith Malinga
Maidens,112,103,1,8,Lasith Malinga
Wickets,101,338,107,170,Lasith Malinga
Avg,33.16,28.87,20.79,19.79,Lasith Malinga
Eco,3.86,5.35,7.42,7.14,Lasith Malinga
SR,51.57,32.36,16.81,16.63,Lasith Malinga
BBI,May-50,Jun-38,05-Jun,May-13,Lasith Malinga
BBM,9/210,Jun-38,05-Jun,May-13,Lasith Malinga
4w,7,11,1,6,Lasith Malinga
5w,3,8,2,1,Lasith Malinga
10w,0,0,0,0,Lasith Malinga
Matches,2,27,14,0,Jeffrey Vandersay
Innings,2,26,14,0,Jeffrey Vandersay
Balls,288,1185,296,0,Jeffrey Vandersay
Runs,250,1065,395,0,Jeffrey Vandersay
Maidens,0,6,1,0,Jeffrey Vandersay
Wickets,5,40,7,0,Jeffrey Vandersay
Avg,50,26.63,56.43,0,Jeffrey Vandersay
Eco,5.21,5.39,8.01,0,Jeffrey Vandersay
SR,57.6,29.63,42.29,0,Jeffrey Vandersay
BBI,3/182,Jun-33,Feb-26,-/-,Jeffrey Vandersay
BBM,3/182,Jun-33,Feb-26,-/-,Jeffrey Vandersay
4w,0,1,0,0,Jeffrey Vandersay
5w,0,1,0,0,Jeffrey Vandersay
10w,0,0,0,0,Jeffrey Vandersay
Matches,28,49,16,0,Nuwan Pradeep
Innings,53,47,16,0,Nuwan Pradeep
Balls,5077,2345,278,0,Nuwan Pradeep
Runs,3003,2339,436,0,Nuwan Pradeep
Maidens,130,20,0,0,Nuwan Pradeep
Wickets,70,63,15,0,Nuwan Pradeep
Avg,42.9,37.13,29.07,0,Nuwan Pradeep
Eco,3.55,5.98,9.41,0,Nuwan Pradeep
SR,72.53,37.22,18.53,0,Nuwan Pradeep
BBI,6/132,Apr-31,Apr-25,-/-,Nuwan Pradeep
BBM,7/180,Apr-31,Apr-25,-/-,Nuwan Pradeep
4w,6,2,1,0,Nuwan Pradeep
5w,1,0,0,0,Nuwan Pradeep
10w,0,0,0,0,Nuwan Pradeep
Matches,16,248,115,83,Eoin Morgan
Innings,0,0,0,0,Eoin Morgan
Balls,0,0,0,0,Eoin Morgan
Runs,0,0,0,0,Eoin Morgan
Maidens,0,0,0,0,Eoin Morgan
Wickets,0,0,0,0,Eoin Morgan
Avg,0.0,0.0,0.0,0.0,Eoin Morgan
Eco,0,0,0,0,Eoin Morgan
SR,0.0,0.0,0.0,0.0,Eoin Morgan
BBI,-/-,-/-,-/-,-/-,Eoin Morgan
BBM,-/-,-/-,-/-,-/-,Eoin Morgan
4w,0,0,0,0,Eoin Morgan
5w,0,0,0,0,Eoin Morgan
10w,0,0,0,0,Eoin Morgan
Matches,152,177,32,3,Joe Root
Innings,156,77,9,1,Joe Root
Balls,5851,1755,84,12,Joe Root
Runs,3221,1731,139,14,Joe Root
Maidens,158,2,0,0,Joe Root
Wickets,71,28,6,0,Joe Root
Avg,45.37,61.82,23.17,0.0,Joe Root
Eco,3.3,5.92,9.93,7,Joe Root
SR,82.41,62.68,14.0,0.0,Joe Root
BBI,5/8,3/52,2/9,0/14,Joe Root
BBM,5/33,3/52,2/9,0/14,Joe Root
4w,2,0,0,0,Joe Root
5w,1,0,0,0,Joe Root
10w,0,0,0,0,Joe Root
Matches,5,116,64,21,Jason Roy
Innings,0,0,0,0,Jason Roy
Balls,0,0,0,0,Jason Roy
Runs,0,0,0,0,Jason Roy
Maidens,0,0,0,0,Jason Roy
Wickets,0,0,0,0,Jason Roy
Avg,0.0,0.0,0.0,0.0,Jason Roy
Eco,0,0,0,0,Jason Roy
SR,0.0,0.0,0.0,0.0,Jason Roy
BBI,-/-,-/-,-/-,-/-,Jason Roy
BBM,-/-,-/-,-/-,-/-,Jason Roy
4w,0,0,0,0,Jason Roy
5w,0,0,0,0,Jason Roy
10w,0,0,0,0,Jason Roy
Matches,22,30,62,1,Dawid Malan
Innings,8,2,1,0,Dawid Malan
Balls,222,15,12,0,Dawid Malan
Runs,131,17,27,0,Dawid Malan
Maidens,4,0,0,0,Dawid Malan
Wickets,2,1,1,0,Dawid Malan
Avg,65.5,17.0,27.0,0.0,Dawid Malan
Eco,3.54,6.8,13.5,0,Dawid Malan
SR,111.0,15.0,12.0,0.0,Dawid Malan
BBI,2/33,1/5,1/27,-/-,Dawid Malan
BBM,2/33,1/5,1/27,-/-,Dawid Malan
4w,0,0,0,0,Dawid Malan
5w,0,0,0,0,Dawid Malan
10w,0,0,0,0,Dawid Malan
Matches,68,138,92,70,Moeen Ali
Innings,119,128,71,54,Moeen Ali
Balls,12610,5988,999,806,Moeen Ali
Runs,7612,5311,1384,936,Moeen Ali
Maidens,292,13,1,1,Moeen Ali
Wickets,204,111,51,38,Moeen Ali
Avg,37.31,47.85,27.14,24.63,Moeen Ali
Eco,3.62,5.32,8.31,6.97,Moeen Ali
SR,61.81,53.95,19.59,21.21,Moeen Ali
BBI,6/53,4/46,3/24,4/26,Moeen Ali
BBM,10/112,4/46,3/24,4/26,Moeen Ali
4w,13,2,0,1,Moeen Ali
5w,5,0,0,0,Moeen Ali
10w,1,0,0,0,Moeen Ali
Matches,110,114,43,45,Ben Stokes
Innings,160,88,36,38,Ben Stokes
Balls,12252,3110,612,689,Ben Stokes
Runs,6798,3137,856,992,Ben Stokes
Maidens,359,8,1,2,Ben Stokes
Wickets,210,74,26,28,Ben Stokes
Avg,32.37,42.39,32.92,35.43,Ben Stokes
Eco,3.33,6.05,8.39,8.64,Ben Stokes
SR,58.34,42.03,23.54,24.61,Ben Stokes
BBI,6/22,5/61,3/26,3/15,Ben Stokes
BBM,8/161,5/61,3/26,3/15,Ben Stokes
4w,8,1,0,0,Ben Stokes
5w,4,1,0,0,Ben Stokes
10w,0,0,0,0,Ben Stokes
Matches,1,39,60,45,Liam Livingstone
Innings,0,31,41,27,Liam Livingstone
Balls,0,968,576,312,Liam Livingstone
Runs,0,982,838,469,Liam Livingstone
Maidens,0,2,1,0,Liam Livingstone
Wickets,0,25,33,13,Liam Livingstone
Avg,0.0,39.28,25.39,36.08,Liam Livingstone
Eco,0,6.09,8.73,9.02,Liam Livingstone
SR,0.0,38.72,17.45,24.0,Liam Livingstone
BBI,-/-,3/16,3/17,3/27,Liam Livingstone
BBM,-/-,3/16,3/17,3/27,Liam Livingstone
4w,0,0,0,0,Liam Livingstone
5w,0,0,0,0,Liam Livingstone
10w,0,0,0,0,Liam Livingstone
Matches,57,122,33,21,Chris Woakes
Innings,109,118,33,21,Chris Woakes
Balls,10133,5737,611,440,Chris Woakes
Runs,5112,5193,822,658,Chris Woakes
Maidens,380,53,1,0,Chris Woakes
Wickets,181,173,31,30,Chris Woakes
Avg,28.24,30.02,26.52,21.93,Chris Woakes
Eco,3.03,5.43,8.07,8.97,Chris Woakes
SR,55.98,33.16,19.71,14.67,Chris Woakes
BBI,6/17,6/45,3/4,3/6,Chris Woakes
BBM,11/102,6/45,3/4,3/6,Chris Woakes
4w,5,11,0,0,Chris Woakes
5w,5,3,0,0,Chris Woakes
10w,1,0,0,0,Chris Woakes
Matches,2,28,30,13,Tom Curran
Innings,3,28,29,13,Tom Curran
Balls,396,1308,588,238,Tom Curran
Runs,200,1290,907,430,Tom Curran
Maidens,14,8,1,0,Tom Curran
Wickets,2,34,29,13,Tom Curran
Avg,100.0,37.94,31.28,33.08,Tom Curran
Eco,3.03,5.92,9.26,10.84,Tom Curran
SR,198.0,38.47,20.28,18.31,Tom Curran
BBI,1/65,5/35,4/36,3/29,Tom Curran
BBM,1/82,5/35,4/36,3/29,Tom Curran
4w,0,2,1,0,Tom Curran
5w,0,1,0,0,Tom Curran
10w,0,0,0,0,Tom Curran
Matches,0,3,9,0,Lewis Gregory
Innings,0,3,5,0,Lewis Gregory
Balls,0,114,78,0,Lewis Gregory
Runs,0,97,117,0,Lewis Gregory
Maidens,0,1,0,0,Lewis Gregory
Wickets,0,4,2,0,Lewis Gregory
Avg,0.0,24.25,58.5,0.0,Lewis Gregory
Eco,0,5.11,9,0,Lewis Gregory
SR,0.0,28.5,39.0,0.0,Lewis Gregory
BBI,-/-,3/44,1/10,-/-,Lewis Gregory
BBM,-/-,3/44,1/10,-/-,Lewis Gregory
4w,0,0,0,0,Lewis Gregory
5w,0,0,0,0,Lewis Gregory
10w,0,0,0,0,Lewis Gregory
Matches,24,35,58,61,Sam Curran
Innings,42,35,57,60,Sam Curran
Balls,3091,1325,1043,1205,Sam Curran
Runs,1669,1376,1462,1947,Sam Curran
Maidens,96,10,2,0,Sam Curran
Wickets,47,33,54,58,Sam Curran
Avg,35.51,41.7,27.07,33.57,Sam Curran
